2026-07-01 11:33:59 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-01 11:34:03 | DEBUG    | __init__:350 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-01 11:34:03 | DEBUG    | __init__:350 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-01 11:34:03 | DEBUG    | __init__:1511 | interactive is False
2026-07-01 11:34:03 | DEBUG    | __init__:1512 | platform is win32
2026-07-01 11:34:03 | DEBUG    | __init__:350 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-01 11:34:03 | DEBUG    | font_manager:1574 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v330.json
2026-07-01 11:34:05 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-01 11:34:05 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-01 11:34:05 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-01 11:34:05 | INFO     | loader:156 | Loading faiss.
2026-07-01 11:34:05 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-01 11:34:05 | INFO     | main:3 | 🎬 [WORKER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-07-01 11:34:09 | DEBUG    | __init__:350 | matplotlib data path: C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\site-packages\matplotlib\mpl-data
2026-07-01 11:34:09 | DEBUG    | __init__:350 | CONFIGDIR=C:\Users\Admin\.matplotlib
2026-07-01 11:34:09 | DEBUG    | __init__:1511 | interactive is False
2026-07-01 11:34:09 | DEBUG    | __init__:1512 | platform is win32
2026-07-01 11:34:09 | DEBUG    | __init__:350 | CACHEDIR=C:\Users\Admin\.matplotlib
2026-07-01 11:34:09 | DEBUG    | font_manager:1574 | Using fontManager instance from C:\Users\Admin\.matplotlib\fontlist-v330.json
2026-07-01 11:34:11 | DEBUG    | loader:96 | Environment variable FAISS_OPT_LEVEL is not set, so let's pick the instruction set according to the current CPU
2026-07-01 11:34:11 | INFO     | loader:132 | Loading faiss with AVX2 support.
2026-07-01 11:34:11 | INFO     | loader:137 | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-01 11:34:11 | INFO     | loader:156 | Loading faiss.
2026-07-01 11:34:11 | INFO     | loader:158 | Successfully loaded faiss.
2026-07-01 11:34:13 | INFO     | main:63 | 
=======================================================
2026-07-01 11:34:13 | INFO     | main:64 | 🤖 WORKER YOLO AI ĐÃ SẴN SÀNG - ĐANG CHỜ MASTER GIAO VIỆC
2026-07-01 11:34:13 | INFO     | main:65 | =======================================================

2026-07-01 11:34:13 | DEBUG    | proactor_events:634 | Using proactor: IocpProactor
2026-07-01 11:34:13 | INFO     | heartbeat_service:68 | 💓 [Heartbeat Service] Đã kích hoạt máy đo nhịp tim chạy ngầm...
